date,ticker,drawdown
2022-04-21,MWG,-0.02931638344791787
2022-04-22,MWG,-0.027500324296276912
2022-04-25,MWG,-0.09547282397198065
2022-04-26,MWG,-0.07121546244649124
2022-04-27,MWG,-0.0812037877805164
2022-04-28,MWG,-0.09482423141782337
2022-04-29,MWG,-0.06862109222986135
2022-05-04,MWG,-0.06680503307822028
2022-05-05,MWG,-0.06745362563237778
2022-05-06,MWG,-0.08483590608379832
2022-05-09,MWG,-0.14852769490206252
2022-05-10,MWG,-0.12543779997405635
2022-05-11,MWG,-0.11985990400830204
2022-05-12,MWG,-0.16098067194188603
2022-05-13,MWG,-0.21909456479439626
2022-05-16,MWG,-0.23219613438837738
2022-05-17,MWG,-0.17849267090413812
2022-05-18,MWG,-0.1666882864184721
2022-05-19,MWG,-0.16980153067842807
2022-05-20,MWG,-0.16357504215851615
2022-05-23,MWG,-0.18355169282656658
2022-05-24,MWG,-0.16980153067842807
2022-05-25,MWG,-0.13231288104812577
2022-05-26,MWG,-0.13231288104812577
2022-05-27,MWG,-0.08431703204047236
2022-05-30,MWG,-0.09365676482034002
2022-05-31,MWG,-0.09547282397198098
2022-06-01,MWG,-0.09171098715786763
2022-06-02,MWG,-0.07796082500972912
2022-06-03,MWG,-0.04371513815021422
2022-06-06,MWG,-0.034375405370346446
2022-06-07,MWG,-0.03865611622778575
2022-06-08,MWG,-0.036191464521987404
2022-06-09,MWG,-0.039953301336100755
2022-06-10,MWG,-0.05759501880918416
2022-06-13,MWG,-0.12037877805162811
2022-06-14,MWG,-0.09832663121027385
2022-06-15,MWG,-0.0719937735114804
2022-06-16,MWG,-0.007264236606564167
2022-06-17,MWG,-0.023608768971332572
2022-06-20,MWG,-0.071345180957323
2022-06-21,MWG,-0.07640420287975125
2022-06-22,MWG,-0.12284342975742668
2022-06-23,MWG,-0.08898689843040641
2022-06-24,MWG,-0.09651057205863323
2022-06-27,MWG,-0.10156959398106147
2022-06-28,MWG,-0.08522506161629306
2022-06-29,MWG,-0.08263069139966328
2022-06-30,MWG,-0.10156959398106158
2022-07-01,MWG,-0.11661694123751531
2022-07-04,MWG,-0.148008820858737
2022-07-05,MWG,-0.1769360487741607
2022-07-06,MWG,-0.19574523284472756
2022-07-07,MWG,-0.19574523284472756
2022-07-08,MWG,-0.1831625372940724
2022-07-11,MWG,-0.18951874432481564
2022-07-12,MWG,-0.1906862109222991
2022-07-13,MWG,-0.2008042547671557
2022-07-14,MWG,-0.21338695031781063
2022-07-15,MWG,-0.22713711246594925
2022-07-18,MWG,-0.2334933194966924
2022-07-19,MWG,-0.24607601504734755
2022-07-20,MWG,-0.2308989492800625
2022-07-21,MWG,-0.194448047736412
2022-07-22,MWG,-0.1895187443248153
2022-07-25,MWG,-0.20456609158126882
2022-07-26,MWG,-0.20832792839538217
2022-07-27,MWG,-0.21961343883772244
2022-07-28,MWG,-0.22091062394603733
2022-07-29,MWG,-0.23349331949669228
2022-08-01,MWG,-0.22973148268257892
2022-08-02,MWG,-0.22091062394603722
2022-08-03,MWG,-0.22337527565183568
2022-08-04,MWG,-0.21208976520949552
2022-08-05,MWG,-0.21208976520949552
2022-08-08,MWG,-0.20962511350369717
2022-08-09,MWG,-0.2045660915812687
2022-08-10,MWG,-0.20080425476715524
2022-08-11,MWG,-0.20832792839538206
2022-08-12,MWG,-0.20832792839538206
2022-08-15,MWG,-0.18316253729407195
2022-08-16,MWG,-0.1705798417434169
2022-08-17,MWG,-0.18316253729407184
2022-08-18,MWG,-0.18951874432481508
2022-08-19,MWG,-0.1944480477364119
2022-08-22,MWG,-0.16435335322350497
2022-08-23,MWG,-0.15929433130107673
2022-08-24,MWG,-0.16059151640939173
2022-08-25,MWG,-0.14048514723050987
2022-08-26,MWG,-0.09274873524451954
2022-08-29,MWG,-0.0701777143598391
2022-08-30,MWG,-0.07886885458554938
2022-08-31,MWG,-0.070177714359839
2022-09-05,MWG,-0.08898689843040597
2022-09-06,MWG,-0.0839278765079775
2022-09-07,MWG,-0.11155791931508618
2022-09-08,MWG,-0.10156959398106091
2022-09-09,MWG,-0.09521338695031767
2022-09-12,MWG,-0.0701777143598391
